strategy,block,x_base_MW,x_peak_MW,value_gap_EUR
QUARTER_ONLY,Q1,4.885037691920642,2.1864404607473693,0.0
QUARTER_ONLY,Q2,3.999984836650974,1.6782301580117769,0.0
QUARTER_ONLY,Q3,3.8482500950664646,1.5412141592668471,0.0
QUARTER_ONLY,Q4,4.656148773243396,2.134827251087968,0.0
